Americanized Tava Recipe,"[""6 x diced chicken breasts or possibly cubed beef (mushrooms or possibly eggplant can be substituted)"", ""4 x sliced tomatoes"", ""1 sm onion, sliced thick"", ""4 clv garlic, peeled and cut in half extra virgin olive oil salt pepper water""]","[""Trickle extra virgin olive oil over bottom of roasting pan to barely cover."", ""Lay chicken thighs (or possibly cubed beef) in bottom of pan."", ""Peel garlic, cut each clove in half and add in to pan."", ""Sprinkle with salt and pepper."", ""Slice vegetables and layer on top."", ""Add in sufficient water to barely cover the meat."", ""Sprinkle with extra virgin olive oil."", ""Bake, covered, in 325 oven until meat is done (about 1 1/2 hrs."", ""When done serve over rice"", ""(this soaks up the juice)."", ""Serve with French bread."", ""Serves 4.""]","[""chicken breasts"", ""tomatoes"", ""onion"", ""garlic""]"
Scalloped Tomatoes,"[""4 slices bacon, cut into 1 inch pieces"", ""1 small onion, chopped"", ""14 cup seasoned dry bread crumb"", ""3 medium tomatoes (about 1 lb., each sliced 1/2 in. thick)""]","[""In small bowl, cok bacon, covered, on high 3 to 4 min.until crisp."", ""Remove bacon; set aside."", ""Discard all but 1 Tbs.fat."", ""To fat remaining in bowl, add onion;cook, covered, 1 minute."", ""Stir in bread crumbs."", ""Cook 21/2 t 31/2 minute until brown and crisp, stirring often during cooking."", ""Around edge of 9 inch pie plate arrange tomato slices overlapping."", ""Sprinkle crumbs and bacon on tomatoes."", ""Cook on high 3 to 4 minutes until heated through.""]","[""bacon"", ""onion"", ""bread"", ""tomatoes""]"
Mom's Tarts Recipe,"[""1 c. butter"", ""2 (3 ounce.) Packages cream cheese"", ""2 c. sifted flour""]","[""Work together."", ""Divide into balls."", ""Press in tart pans.""]","[""butter"", ""cream cheese"", ""flour""]"
Tasty Flounder,"[""1 12 lbs flounder fillets"", ""3 tablespoons ketchup"", ""2 tablespoons mayonnaise"", ""2 tablespoons soy sauce""]","[""Preheat broiler."", ""Wash and dry your fish and place in a greased broiling pan."", ""In a small saucepan mix and heat the ketchup, mayonnaise and soy sauce."", ""Pour over the fish and broil 3-5 inches from the heat for 6-8 minutes.""]","[""ketchup"", ""mayonnaise"", ""soy sauce""]"
Tea Muffins Recipe,"[""2 c. self-rising flour"", ""1 c. lowfat sour cream"", ""1 c. melted butter, cooled""]","[""Mix with fork and drop into muffin tin, half full."", ""Bake in preheated 400 degree oven."", ""15 min for mini-size muffins."", ""20 min for regular size muffins.""]","[""flour"", ""sour cream"", ""butter""]"
My Baba's Cold Remedy,"[""6 ounces milk"", ""1 garlic clove"", ""1 teaspoon butter""]","[""Heat the milk, til bubbles form on edge."", ""Add the butter and mix til melted."", ""Crush or mince finely the garlic clove and add to milk."", ""Mix well and drink while still hot.""]","[""milk"", ""garlic"", ""butter""]"
Cheese and Garlic Treats (Canine),"[""1 cup wheat flour"", ""1 cup cheddar cheese, grated"", ""1 tablespoon garlic powder"", ""1 tablespoon butter, softened or 1 tablespoon margarine"", ""12 cup milk""]","[""Mix flour and cheese together."", ""Add garlic powder and softened butter."", ""Slowly add milk until you form a stiff dough."", ""You may not need all of the milk."", ""Knead on floured board for a few minutes."", ""Roll out to 1/4 inch thickness."", ""Cut into shapes and place on ungreased cookie sheet."", ""Bake 350 degrees oven for 15 minutes."", ""Let cool in oven with the door slightly open until cold and firm."", ""Refrigerate to keep fresh.""]","[""flour"", ""cheddar cheese"", ""garlic"", ""butter"", ""milk""]"
Egg in a Basket,"[""1 egg"", ""1 slice bread"", ""12 tablespoon butter""]","[""Cut a circle from the center of the slice of bread using an upside down glass or biscuit cutter."", ""Butter both sides of the bread."", ""Place in a hot skillet over low heat."", ""Break an egg into the center hole."", ""Cook until the egg is set, then turn and cook the other side."", ""Serve sprinkled with salt and pepper."", ""Note: While your basket's a-cookin' you can toast your circular bread piece in the skillet or toaster oven.""]","[""egg"", ""bread"", ""butter""]"
Tomaten Pomodori Soup w/ Baby Crouton's Recipe chefgka2,"[""20-30 plum tomatoes remove peels and deseed, olive oil"", ""one medium onion, one clove fresh garlic, 4-5 stalks celery, 5 whole carrots"", ""64ounces chicken broth, 1 bay leaf, salt, white pepper (black can also be used) 6 slices thin sliced italian bread with crust removed. Butter salt and pepper. fresh basil leaves not too large""]","[""Dice all vegetables place in large soup pot or stock pot crush one clove of garlic add to mix drizzle with 1 to 2 tables spoons olive oil and simmer for 15 minutes."", ""add salt and pepper lightly as more will be added later.Add broth and peeled and de-seeded tomatoes to pot simmer on medium for 30 minutes."", ""After 30 minutes turn off heat."", ""Now at this point you can use an emersion blender or you can remove the vegetables and stock and run them through a blender."", ""You want to puree all the ingredients at this point."", ""Once finished use a spatula and run the puree thru a mesh seive over a soup pot to catch the broth."", ""Do not worry if some thicker puree passes through."", ""heat with a low to medium heat flavor to taste with salt and pepper."", ""For the baby croutons brush the bread with butter and season with salt and pepper if desired."", ""heat on a sheet pan at 400 till toasted."", ""remove from sheet pan and allow to cool."", ""Laddle hot soup into bowls pors fresh cream into center about 2 tablespoons."", ""Garnish with a small fresh basil leaf and baby croutons.""]","[""tomatoes"", ""onion"", ""chicken broth""]"
Butter Muffins,"[""2 cups self-rising flour"", ""1 (8 ounce) container sour cream"", ""1 cup butter or 1 cup margarine, melted""]","[""Stir together all ingredients just until blended."", ""Spoon batter into lightly greased mini muffin pans, filling to the top."", ""Bake at 350 for 25 minutes or until lightly browned."", ""*For herbed muffins, add a tablespoon or two of your favorite chopped herb to the batter.""]","[""flour"", ""sour cream"", ""butter""]"
Spinach and Cream Cheese Gratin,"[""10 ounces frozen chopped spinach, defrosted"", ""3 ounces boursin cream cheese with garlic and herbs"", ""4 ounces cheddar cheese, grated""]","[""Preheat oven to 350 degrees."", ""Mix spinach with the cream cheese and half the grated cheese."", ""Spoon the mixture into a shallow casserole and sprinkle the rest of the grated cheese on top."", ""Bake for 25 minutes or until golden brown.""]","[""spinach"", ""cream cheese"", ""cheddar cheese""]"
Shortcut Twice-Baked Potatoes with Bacon,"[""3 slices thick-cut bacon, coarsely chopped"", ""4 10- to 12-ounce russet potatoes, scrubbed, each pierced several times with fork"", ""1/4 cup (1/2 stick) butter"", ""1/4 cup whole milk""]","[""Saute bacon in heavy medium skillet over medium-high heat until crisp and brown."", ""Transfer bacon to paper towels to drain."", ""Bake all potatoes in microwave on high until tender, about 10 minutes per side."", ""Cut top 3/4 inch off each potato lengthwise."", ""Scoop cooked potato flesh into medium bowl, leaving 1/4-inch-thick potato shell."", ""Add butter and milk to potato flesh in bowl and mash well."", ""Stir in bacon; season to taste with salt and pepper."", ""Spoon potato mixture into shells."", ""Place potatoes on baking sheet."", ""Preheat oven to 400F."", ""Bake potatoes until filling is heated through and shells are crisp, about 30 minutes.""]","[""bacon"", ""potatoes"", ""butter"", ""milk""]"
Del Monico Potatoes Recipe,"[""3 c. cubed potatoes"", ""1 med. onion, minced"", ""6 slices bacon, minced"", ""1 c. evaporated lowfat milk""]","[""Cook potatoes in water till done."", ""While cooking, put onions and bacon in skillet, fry till light brown but tender."", ""Drain potatoes and add in bacon and onions to potatoes, along with the lowfat milk."", ""Simmer a few min over low heat."", ""Season with salt and pepper."", ""Serve."", ""(Mayo, Dwiggins)""]","[""potatoes"", ""onion"", ""bacon"", ""milk""]"
Cheesy Mashed Potatoes,"[""mashed potatoes"", ""sour cream"", ""cream cheese"", ""cheddar cheese""]","[""This recipe is pretty simple."", ""preheat oven to 350 degrees F."", ""Prepare the mashed potatoes according to the package directions."", ""in the same pot add cream cheese to taste (I usually add 3oz), sour cream (again to taste), plus whatever other flavor you wish to add."", ""So far i have tried onions and garlic."", ""It should be smooth and creamy, if it is too wet, add more potato flakes."", ""Pour mixture into a casserole dish."", ""Grate Cheddar cheese and sprinkle on top of potato mix."", ""Bake in the oven for about 30 min or until the potatoes start to bubble and pull away from the sides of the dish serve hot.""]","[""potatoes"", ""sour cream"", ""cream cheese"", ""cheddar cheese""]"
Spaghetti Skillet Hot Dish,"[""1 lb ground beef"", ""1 large onion, chopped coarsely"", ""1 (4 ounce) can mushrooms, drained"", ""3 (15 ounce) canscampbell's spaghetti"", ""1 garlic clove, minced (optional)""]","[""In a 11 - 12 inch skillet, brown ground beef and onion."", ""Drain grease."", ""Add mushrooms, spaghetti, and garlic."", ""Cover and simmer til bubbly and heated through.""]","[""ground beef"", ""onion"", ""mushrooms"", ""garlic""]"
Cheesy Potatoes,"[""5 medium potatoes"", ""garlic salt"", ""2 tablespoons butter"", ""2 tablespoons flour"", ""2 cups milk"", ""2 -3 cups cheddar cheese""]","[""Boil unpeeled potatoes; set aside to cool."", ""Peel potatoes and grate with cheese grater."", ""Place grated potatoes in an oven-safe dish."", ""Add garlic salt to taste."", ""CHEESE SAUCE:."", ""Over a low burner, melt butter; mix with flour and milk."", ""Slowly add cheese to thicken."", ""Pour cheese sauce into potatoes and fold in; add salt to taste."", ""Bake in a 350 degree Fahrenheit oven for 1 hour until brown on top.""]","[""potatoes"", ""garlic"", ""butter"", ""flour"", ""milk"", ""cheddar cheese""]"
Buffalo Chicken Dip,"[""2 (10 ounce) cans chicken breasts, Chunked"", ""1 (8 ounce) package cream cheese (softened!!!!)"", ""12 cup hot sauce (Franks Hot Sauce)"", ""12 cup mozzarella cheese""]","[""1."", ""Before you begin make sure the cream cheese is softened."", ""2."", ""Take the chicken out of the can and shred with your hands."", ""3."", ""Mix all ingredients in a bowl and place in a baking dish."", ""Bake at 350 for 20-30 minutes.""]","[""chicken breasts"", ""cream cheese"", ""hot sauce"", ""mozzarella cheese""]"
Braised Spinach & Garlic,"[""4 lbs spinach or 4 lbs kale"", ""2 tablespoons vegan soy sauce"", ""6 cloves garlic""]","[""Slice greens into small ribbons."", ""Bring l 1/2 cups water and soy sauce to a boil."", ""Add garlic and simmer uncovered for approximately 1 minute."", ""Add greens, toss to coat with salt and pepper to taste."", ""Cook until greens wilt and are tender, approximately 5 minutes.""]","[""spinach"", ""soy sauce"", ""garlic""]"
Popeye Eggs,"[""1 large egg"", ""1 slice of bread, any kind will do except rye."", ""1 tbsp (15 ml) butter or margerine""]","[""Cut a round 2-1/2 inch diameter hole in center of bread."", ""Discard the hole."", ""Melt butter in frying pan."", ""Place bread in frying pan."", ""Place egg in center hole of bread."", ""Fry at med-high heat for approximately 5 minutes."", ""Turn and cook other side for 3 minutes."", ""Remove from pan and serve."", ""Put a little warm buttered spinach on top for a \""real\"" Popeye touch.""]","[""egg"", ""bread"", ""butter""]"
Grandma Mona's Dip,"[""2 (4 1/4 ounce) cans canned deviled ham, I use Underwood brand"", ""2 (8 ounce) packages cream cheese"", ""1 tablespoon onion, grated"", ""12 cup ketchup""]","[""Blend all ingredients together with mixer."", ""I soften the cream cheese first."", ""Serve with crinkle potato chips.""]","[""cream cheese"", ""onion"", ""ketchup""]"
Barley And Lentil Chowder Recipe,"[""3/4 c. onion, minced"", ""2 cloves garlic, cut very fine"", ""3/4 c. celery, minced"", ""1 c. carrots, sliced""]","[""In 1/4 c. butter saute/fry:""]","[""onion"", ""garlic"", ""celery"", ""carrots""]"
Butter-Glazed Asparagus,"[""12 cup chicken broth"", ""2 lbs asparagus, trimmed and cut into 1-inch pieces"", ""4 ounces mushrooms, sliced"", ""6 tablespoons butter""]","[""Heat the broth in a 12-inch skillet over high heat to a boil."", ""Add the asparagus and mushrooms and cook for 2 minutes."", ""Add the butter."", ""Reduce heat to medium."", ""Cook for 5 minutes or until the liquid thickens and the asparagus is tender-crisp.""]","[""chicken broth"", ""mushrooms"", ""butter""]"
MACARONI AND CHEESE II,"[""8 ounces pasta, elbow macaroni"", ""8 ounces cheddar cheese"", ""12 ounces mozzarella cheese shredded"", ""1 cup sour cream"", ""8 ounces cream cheese"", ""12 ounces evaporated milk"", ""1 cup butter two sticks""]","[""Cook and drain macaroni, place in oven proof casserole."", ""Melt Velvetta, sour cream & cream cheese in the butter."", ""Add evaporated milk."", ""Stir until smooth."", ""Add 13 of the mozzarella."", ""Pour over macaroni."", ""Sprinkle remaining mozzarella over top."", ""Bake at 375 for 30 minutes or until bubbly."", ""Don't let it get brown on top because the mozzarella won't be stringy.""]","[""pasta"", ""cheddar cheese"", ""mozzarella cheese"", ""sour cream"", ""cream cheese"", ""milk"", ""butter""]"
Butter Muffins (My Friends' Favorite Treat),"[""2 cups flour"", ""1 cup butter, melted"", ""8 ounces sour cream""]","[""Set oven to 350*F."", ""Stir together all ingredients in a large bowl."", ""Spoon small balls on to a cook sheet (pizza pan also works)."", ""Bake for 15-20 minutes."", ""Let cool or grab them and start enjoying the goodness of butter muffins!""]","[""flour"", ""butter"", ""sour cream""]"
Potato Bread Yorkshire Pudding Recipe,"[""1 c. lowfat milk"", ""1/2 c. flour"", ""1 egg""]","[""Mix well and cold 1 hour."", ""Beat two Tbsp."", ""of butter in each of two bread pans."", ""Restir batter mix and pour into sizzling grease."", ""Cook in warm 400 degree oven till golden (about 3/4 hrs)."", ""Serve with warm gravy.""]","[""milk"", ""flour"", ""egg""]"
Cheese Sauce,"[""4 ounces cream cheese"", ""2 cups shredded cheddar cheese or 2 cups cheese, of your choice"", ""14 cup milk"", ""12 cup sour cream""]","[""Melt cream cheese, shredded cheese and milk over low heat stirring often."", ""After cheeses have melted add sour cream and stir to combine.""]","[""cream cheese"", ""cheddar cheese"", ""milk"", ""sour cream""]"
Shrimp Salad,"[""1 lb cooked shrimps"", ""1 box cherry tomatoes"", ""1 small onion"", ""1 juice squeezed from 1 lemon""]","[""cooked shrimps cut in small pieces"", ""cut cherry tomatoes in half"", ""thinly slice onion"", ""mix it all together, add chopped cilantro and squeezed juice""]","[""tomatoes"", ""onion"", ""lemon""]"
Delicious Biscuits Recipe,"[""1 c. lowfat sour cream"", ""1 c. self-rising flour"", ""1 stick melted butter (no substitute)""]","[""Mix well."", ""Put in smallest (approximately 1 1/2 inch pans) muffin pans."", ""Preheat oven."", ""Bake at 425 degrees approximately 15 to 20 min."", ""Makes 2 dozen.""]","[""sour cream"", ""flour"", ""butter""]"
Chicken and potato stew,"[""1/2 chicken breasts"", ""4 large potatoes"", ""1 onion"", ""2 large carrots""]","[""Cut chicken into small to medium cubes, season with oil, black pepper, and chopped garlic."", ""Fry the mix in a deep pan on a large fire until it is brownish."", ""Stir regularly to avoid burning."", ""Cut onion in ring quarters, slice carrots."", ""Add them with cumin to the pan, mix well."", ""Cover with a lid, continue frying on a large fire regularly stirring."", ""Cut potatoes into medium to large cubes, add them to the pan."", ""Pour water or broth a bit below of potato level, salt if needed."", ""Mix well."", ""When water starts to boil, reduce fire, cover pan with a lid, and wait until potato is ready."", ""Serve with chopped green onions and sour cream."", ""Have a good meal :)""]","[""chicken breasts"", ""potatoes"", ""onion"", ""carrots""]"
Patranque (Bread and Bacon Pancake from France),"[""500 g stale brown bread"", ""85 g bacon"", ""1 medium garlic clove (finely chopped)"", ""250 g mozzarella cheese (French Tomme de Cantal cheese suggested)""]","[""Remove the crusts from the bread & crumble coarsely."", ""If the bread is very stale, it may be softened w/a sml amt of water."", ""Slice cheese thinly."", ""Set the bread & cheese aside."", ""Cut the bacon into very sml pieces & cook in a non-stick frying pan over mod-heat till they are completely transparent & begin to crisp."", ""Add bread to the pan & stir about to soak up the fat from the bacon & break up more."", ""Add garlic."", ""When it begins to brown, add cheese slices & stir well."", ""Reduce heat, add salt & pepper to taste & allow to brown for about 10 minutes."", ""When a crust has formed, turn pancake using a spatula & a plate so the other side can brown for 5-10 minutes."", ""Slide pancake onto a plate, divide in 4 portions & serve immediately."", ""SERVING SUGGESTION: Just a green salad was suggested, but I see mushrooms sauteed in garlic as another good choice to accompany this dish w/the salad.""]","[""bacon"", ""garlic"", ""mozzarella cheese""]"
Chicken Wing Dip Recipe,"[""2 boneless chicken breasts cooked and finely minced"", ""1 8 ounce container cream cheese"", ""1/2 to 3/4 c. Frank's Warm Sauce ( add in more to taste )"", ""16 ounce shredded cheddar cheese""]","[""Combine all ingredients in bowl and mix well."", ""Spread in 11 x 7 pan and bake for 30 min at 350""]","[""chicken breasts"", ""cream cheese"", ""cheddar cheese""]"
Salsa Chicken Recipe Bryn,"[""4 boneless chicken breasts"", ""1/3rd a package of Phyllo"", ""1/2 - 1 cup of butter, melted and you probably should use unsalted, I don't"", ""1/2 C salsa, mild or rip your lips off"", ""4 large slices of Montery jack, jalapeno jack if you like it hot""]","[""Preheat oven to 375F."", ""Pat chicken breasts dry."", ""Layer three full sheets of phyllo with melted butter."", ""Place breast in the middle of the sheet."", ""Add 2 tablespoons of salsa and a slice of cheese on top of the chicken breast and fold phyllo into a packet around chicken."", ""Brush exterior with butter"", ""Place on a lined baking sheet and bake for approximately 40 45mins or until the internal temperature of the chicken is 160-170F.""]","[""chicken breasts"", ""butter"", ""salsa""]"
Tomato Delight,"[""1 medium tomatoes"", ""18 teaspoon garlic salt"", ""1 tablespoon mayonnaise"", ""4 slices cooked bacon, crumbled"", ""12 cup shredded mozzarella cheese""]","[""Slice tomato into 1/2-in."", ""thick slices and drain on a paper towel for 5-10 minutes."", ""Place on a greased broiler pan."", ""Sprinkle with garlic salt."", ""Spread with mayonnaise."", ""Top with bacon and cheese."", ""Broil 3 inches from the heat for 2-3 minutes or until cheese melts.""]","[""tomatoes"", ""garlic"", ""mayonnaise"", ""bacon"", ""mozzarella cheese""]"
Cucumber Salad,"[""1 cucumber"", ""2 cups ranch dressing"", ""1 cup milk"", ""1 onion, chopped""]","[""Slice cucumber put in bowl."", ""Chop onion put in bowl with cucumber."", ""Mix the milk and ranch together with cucumber and onion."", ""Refrigerate--the longer the better--it makes the cucumbers more tender."", ""You don't have to refrigerate, you can just eat it like it is if you want.""]","[""cucumber"", ""ranch dressing"", ""milk"", ""onion""]"
My Egg Filled French Toast,"[""1 slice bread"", ""1 tablespoon butter (approximately)"", ""1 egg""]","[""Cut a medium size hole in bread."", ""Put half the butter in frypan and put both pieces of bread in and fry."", ""Once browned, turn both over and crack egg into the hole."", ""Once egg is cooked, flip one last time for 15-30 seconds."", ""Serve.""]","[""bread"", ""butter"", ""egg""]"
Pastry Crust,"[""12 lb butter (2 stix)"", ""12 lb cream cheese (8 oz)"", ""2 cups sifted flour""]","[""Work butter and cream cheese into flour."", ""Chill overnight."", ""Roll 1/2 of the dough into a ball and flatten into the pie plate with your fingers."", ""Bake in a 350 degree over for 10-15 minutes or until it starts to brown."", ""Keep an eye on it so it doesn't burn.""]","[""butter"", ""cream cheese"", ""flour""]"
Rosti (Bernese Fried Potatoes),"[""2 lbs potatoes"", ""1 large onion"", ""bacon, cut into small cubes""]","[""Parboil the potatoes, leaving their skins on."", ""Peel, and grate coarsely."", ""Lightly fry the onions, adding the bacon cut into small pieces and continue to fry until golden brown."", ""Add the potatoes to the onion and bacon mixture."", ""Turn carefully from time to time whilst frying, until the\""Rosti\"" is crisp.""]","[""potatoes"", ""onion"", ""bacon""]"
hashbrowns,"[""1 lb shreadded potatoes"", ""1/2 cup onion"", ""1 egg""]","[""use store bought shreadded potatoes in a bag, makes this so much easier."", ""mix diced onions, season salt and potatoes in a large bowl and one beaten egg."", ""heat about 1/2 cup of oil in a iron skillet if you have one."", ""use tour hand and pat out a pattie and place in skillet, keep going until the skillet is full."", ""flip after 6 mins or until edges are crispy."", ""place on wire rack to drain, and enjoy.""]","[""potatoes"", ""onion"", ""egg""]"
Pecan Tarts Recipe,"[""1 (8 ounce.) cream cheese, soft"", ""2 sticks butter, soft"", ""2 1/2 c. plain flour""]","[""Combine cream cheese, butter, blend in flour."", ""Refrigeratefor 1 hour or possibly longer."", ""Shape into 1 inch balls and press into ungreased tart pans.""]","[""cream cheese"", ""butter"", ""flour""]"
Ranch Bread,"[""2 lbs loaf French bread, sliced horizontally"", ""2 teaspoons ranch dressing mix"", ""12 cup softened butter""]","[""Mix dressing and butter; spread on bread halves."", ""Wrap in foil, each 1/2 seperately."", ""Bake in a 350 degree oven for 10 to 15 minutes.""]","[""bread"", ""ranch dressing"", ""butter""]"
Mock Cheese-It Crackers,"[""shredded cheddar cheese"", ""salsa (optional)"", ""sour cream (optional)""]","[""Preheat oven to 350 degrees."", ""Place mounds of shredded cheddar cheese on non-stick cookie sheet."", ""(about the size of a half dollar) Bake in oven for approx 3-5 minutes."", ""The cheese will spread out into a lacy looking cracker."", ""Remove to paper towels to cool."", ""Store in airtight container."", ""Top with salsa and sour cream for a nice taste or just eat plain!""]","[""cheddar cheese"", ""salsa"", ""sour cream""]"
Hot and Zesty Cocktail Sauce,"[""34 cup ketchup"", ""18 cup hot sauce, add more if you like it really hot. I use Tapatio"", ""1 medium celery rib, diced very finely"", ""1 medium lemon, juice and zest of""]","[""Mix Ketchup and hot sauce together well."", ""Add more depending on the heat you desire."", ""Dice celery rib very finely."", ""Grate the lemon to make fine lemon zest."", ""Cut lemon and get all the juice you can."", ""Add celery, zest and juice to ketchup/hot sauce mix."", ""Serve with steamed shrimp."", ""Shrimp can be added directly to the cocktail sauce and served all together or used as a dip.""]","[""ketchup"", ""hot sauce"", ""celery"", ""lemon""]"
Baked Spaghetti Recipe,"[""1 lb spaghetti cooked al dente"", ""1 can tomatoes crushed, undrained or possibly diced tomatoes (with or possibly without seasonings)"", ""1/2 c. minced celery (1/2 to 1)"", ""1/2 c. minced onion optional salt and pepper fatfree or possibly lowfat cheese optional""]","[""Spray large casserole or possibly 9x13 pan with cooking spray."", ""Mix together all ingredients except cheese and bake, uncovered, for 25-30 min at 350, oruntil top is golden and just slightly crunchy."", ""If you use cheese, sprinkle on top after baking, or possibly on individual servings."", ""NOTES: I've just estimated ingredient amounts."", ""I've never measured and I'vemade it with 1-2 lbs of pasta and with both small and large cans of tomatoes."", ""Once you start putting it together, I'm sure you'll come up with your own variations."", ""You can substitute any kind of \""substantial\"" pasta for the spaghetti (angel hair, ring macaroni, etc."", ""get too mushy, but penne, vermicelli or possibly radiatore are fine)."", ""We like lots of grnd black pepper in ours and I would like to add in some green peppers, but my husband will not eat them."", ""This makes a lot, but leftovers are good reheated or possibly even as a cool spaghetti salad.""]","[""tomatoes"", ""celery"", ""onion""]"
Lisa's Best Ever Garlic Bread,"[""1/2 cup butter"", ""3 cloves garlic, sliced"", ""1 (16 ounce) loaf French bread, halved lengthwise""]","[""Melt butter in a small saucepan; simmer garlic slices in hot butter over low heat until butter turns foamy, about 5 minutes."", ""Set oven rack about 6 inches from the heat source and preheat the oven's broiler."", ""Place bread loaf halves under the preheated broiler to toast, 2 to 4 minutes."", ""Watch carefully to prevent burning."", ""Slice toasted bread into 2-inch thick slices."", ""Dip toasted side of each slice into garlic butter.""]","[""butter"", ""garlic"", ""bread""]"
Dutch Pastry Crust Recipe,"[""2 cubes butter"", ""2 c. flour"", ""2/3 c. lowfat sour cream"", ""1 egg""]","[""Mix flour and butter with 2 knives till crumbly."", ""Make a hole in dry mix."", ""Pour egg and lowfat sour cream in and work till dough forms."", ""Mix thoroughly."", ""Make 2 large cookies of dough."", ""Wrap in saran wrap for 2 hrs and chill."", ""Then pat out on floured board."", ""Work with hands."", ""Roll out crust."", ""Makes 2 covered pies or possibly 4 open pies.""]","[""butter"", ""flour"", ""sour cream"", ""egg""]"
Lilys Garlic Bread,"[""1 loaf French bread (about 1 pound)"", ""4 ounces (1 stick) butter"", ""2 cloves garlic, minced""]","[""Prepare a fire in a barbecue or preheat a broiler."", ""Cut French bread in half lengthwise."", ""Place butter and garlic in a large roasting pan and heat over the barbecue or on top of a stove until butter melts."", ""Place bread halves, cut sides down, on the barbecue grate and cook until toasted golden brown (if using a broiler, toast bread cut sides up until golden brown)."", ""Lift bread off barbecue (or remove from broiler) and place face down in melted butter mixture in roasting pan; push the bread around a bit to get the butter to soak in."", ""Remove bread from butter and tear into pieces or slice to serve.""]","[""bread"", ""butter"", ""garlic""]"
Creamy Cheddar filling,"[""8 oz cream cheese"", ""1 cup shredded cheddar cheese"", ""1/4 cup salsa""]","[""combine all ingredients in food processor.""]","[""cream cheese"", ""cheddar cheese"", ""salsa""]"
Mini Sour Cream Muffins Recipe,"[""1 c. butter, softened"", ""1 (8 ounce.) carton commercial lowfat sour cream"", ""2 c. self-rising flour""]","[""Combine butter and lowfat sour cream, mixing till smooth."", ""Gradually stir in flour; stir till blended."", ""Spoon batter into greased miniature (1 3/4\"") muffin pans, filling each with 1 Tbsp."", ""batter."", ""Bake at 350 degrees for 25 to 30 min."", ""Yield: 3 dozen.""]","[""butter"", ""sour cream"", ""flour""]"
Sour Cream Muffins,"[""2 cups self-rising flour"", ""2 sticks butter, melted"", ""1/2 pint sour cream""]","[""Preheat oven to 350 degrees F."", ""Combine all ingredients and spoon into small, un-greased muffin tins."", ""Bake for 20 to 30 minutes.""]","[""flour"", ""butter"", ""sour cream""]"
Pot Pie,"[""1 large egg"", ""12 cup butter, softened"", ""1 cup evaporated milk"", ""1 12 cups all-purpose flour""]","[""combine all ingredients and roll out on floured surface and cut in squares.enough all purpose flour to make a dough stiff enough to pat or roll our with drinking glass.that is what grandma used to do --"", ""We did not realize we were so poor in money.but we sure ate like kings.sorry I can't be more specific about the amount of flour.grandma just used to go the old Hoosier cabinent and crank out a couple of handfuls.just until it felt right --"", ""I think the couple of times I made it I started out with 1 cup.then added 1/2 cup at a time.until it was pliable --"", ""sorry for any confusion this may have caused -- that was not my intent.just wanted to share a down home country recipe with my zaar friends."", ""boil 10 minutes in covered pot of broth of your choice --"", ""DO NOT PEEK!""]","[""egg"", ""butter"", ""milk"", ""flour""]"
Pecan Tassie Recipe,"[""2 2/3 c. self rising flour"", ""1 1/3 c. butter, softened"", ""1 (8 ounce.) pkg. cream cheese, softened""]","[""Mix all ingredients."", ""Shape into balls (1\"")."", ""Press each ball in bottom and up sides of miniature muffin c., 1 3/4\"" x 1\"".""]","[""flour"", ""butter"", ""cream cheese""]"
Carrot and Potato Mash.,"[""4 large potatoes, peeled and cut into chunks"", ""2 large carrots, peeled and cut into chunks"", ""160 ml milk"", ""100 grams butter""]","[""Put the potatoes and carrots in a pot and cover with tap water and add 1 teaspoon of salt."", ""Put on stove and cook until both are tender, that should be about 25 minutes."", ""Drain well then add the butter, milk and salt."", ""Mash until creamy and smooth, you can add more milk if you have to.""]","[""potatoes"", ""carrots"", ""milk"", ""butter""]"
Pecan Tea Tarts Recipe,"[""1 (3 ounce.) pkg. cream cheese"", ""1/2 c. butter"", ""1 c. sifted plain flour""]","[""Cream butter and cheese together."", ""Stir in flour."", ""Refrigeratedough 1 hour."", ""Shape into 2 dozen round balls."", ""Press into ungreased miniature muffin tins.""]","[""cream cheese"", ""butter"", ""flour""]"
Cucumbers and Tomatoes in Yogurt,"[""1 large cucumber, peeled, seeded, and diced"", ""2 -3 medium tomatoes, diced"", ""1 (8 ounce) container low-fat plain yogurt"", ""2 -4 tablespoons chopped fresh dill""]","[""Stir the yogurt until creamy."", ""Combine all of the ingredients in a serving container."", ""Mix thoroughly and serve.""]","[""cucumber"", ""tomatoes"", ""yogurt""]"
Sour Cream Biscuits Recipe,"[""1 c. melted butter"", ""8 ounce. lowfat sour cream"", ""2 c. self-rising flour""]","[""Combine butter and lowfat sour cream."", ""Add in flour."", ""Mix well."", ""Drop by teaspoonfuls into ungreased mini-muffin tins."", ""Bake 15 min at 450 degrees.""]","[""butter"", ""sour cream"", ""flour""]"
Bek's Mushroom Rice,"[""1 (14 1/2 ounce) can low sodium chicken broth (about two cups)"", ""1 34 cups rice"", ""12 cup sliced mushrooms"", ""14 cup diced onion"", ""1 12 tablespoons soy sauce""]","[""Bring chicken stock just to a simmer, add remaining ingredients."", ""Reduce heat, cover and simmer for about 15 minutes."", ""Toss with a fork, cover, and let sit for another 5 minutes."", ""Serve.""]","[""chicken broth"", ""rice"", ""mushrooms"", ""onion"", ""soy sauce""]"
